,Weight
6139,20.602
6140,20.697
6141,20.387
6142,20.686
6143,20.518
6144,21.153
6145,20.53
6146,20.386
6147,20.571
6148,20.367
6149,20.227
6150,20.797
6151,20.64
6152,20.506
6153,20.241
6154,20.578
6155,20.878
6156,20.679
6157,20.288
6158,20.393
6159,20.622
6160,20.404
6161,20.635
6162,20.696
6163,19.915
6164,20.863
6165,21.037
6166,20.62
6167,20.675
6168,20.133
6169,20.538
6170,20.737
6171,20.785
6172,20.281
6173,20.414
6174,20.313
6175,20.063
6176,20.79
6177,20.698
6178,20.703
6179,20.113
6180,20.223
6181,20.031
6182,20.634
6183,20.191
6184,20.663
6185,20.41
6186,20.699
6187,20.527
6188,20.415
6189,20.586
6190,20.67
6191,20.09
6192,20.911
6193,20.388
6194,20.342
6195,20.304
6196,20.66
6197,20.966
6198,20.323
6199,20.554
6200,20.52
6201,19.877
6202,20.709
6203,20.153
6204,20.448
6205,20.545
6206,20.559
6207,20.227
6208,20.493
6209,20.874
6210,20.549
6211,20.555
6212,20.115
6213,20.5
6214,20.284
6215,20.679
6216,20.333
6217,20.623
6218,20.673
6219,20.733
6220,20.444
6221,20.401
6222,20.651
6223,20.445
6224,20.817
6225,20.397
6226,20.107
6227,20.461
6228,20.286
6229,20.785
6230,20.354
6231,20.477
6232,20.501
6233,20.365
6234,20.657
6235,20.914
6236,20.222
6237,20.785
6238,20.659
6239,20.215
6240,20.845
6241,20.434
6242,20.515
6243,20.586
6244,20.495
6245,20.546
6246,20.369
6247,20.682
6248,20.544
6249,20.09
6250,20.591
6251,20.689
6252,20.539
6253,20.513
6254,20.27
6255,20.434
6256,20.729
6257,20.164
6258,20.649
6259,20.507
6260,20.21
6261,20.764
6262,20.653
6263,20.711
6264,20.58
6265,20.428
6266,20.679
6267,20.539
6268,20.797
6269,20.428
6270,20.717
6271,20.615
6272,20.448
6273,20.265
6274,20.584
6275,20.443
6276,20.301
6277,20.486
6278,20.652
6279,20.384
6280,20.539
6281,20.53
6282,20.55
6283,20.326
6284,20.655
6285,20.776
6286,20.389
6287,20.748
6288,20.345
6289,20.46
6290,20.99
6291,20.216
6292,20.768
6293,20.338
6294,20.375
6295,20.615
6296,20.511
6297,20.099
6298,20.259
6299,20.536
6300,20.866
6301,20.219
6302,20.523
6303,20.286
6304,20.573
6305,20.827
6306,20.172
6307,20.723
6308,19.942
6309,20.494
6310,20.775
6311,20.678
6312,20.542
6313,20.435
6314,20.643
6315,20.587
6316,20.302
6317,20.359
6318,20.357
6319,20.393
6320,20.338
6321,20.963
6322,20.368
6323,20.583
6324,20.371
6325,20.367
6326,20.592
6327,20.43
6328,20.449
6329,20.546
6330,20.738
6331,20.559
6332,20.496
6333,20.462
6334,20.208
6335,20.754
6336,20.404
6337,20.364
6338,20.651
6339,20.249
6340,20.377
6341,20.286
6342,20.457
6343,20.469
6344,20.662
6345,20.279
6346,20.44
6347,20.712
6348,20.306
6349,20.457
6350,20.486
6351,20.411
6352,20.711
6353,20.869
6354,20.298
6355,20.615
6356,20.055
6357,20.561
6358,20.511
6359,20.506
6360,20.434
6361,20.203
6362,20.424
6363,20.372
6364,20.238
6365,20.74
6366,20.339
6367,20.799
6368,20.683
6369,20.19
6370,20.827
6371,20.005
6372,20.495
6373,20.237
6374,20.525
6375,20.541
6376,20.315
6377,20.318
6378,20.607
6379,20.373
6380,20.51
6381,20.507
6382,20.112
6383,20.286
6384,20.824
6385,20.351
6386,20.411
6387,20.553
6388,20.418
6389,20.165
6390,20.697
6391,20.391
6392,20.394
6393,20.264
6394,20.658
6395,20.88
6396,20.572
6397,20.26
6398,20.37
6399,20.552
6400,20.414
6401,20.231
6402,20.617
6403,20.442
6404,20.488
6405,20.299
6406,20.271
6407,20.207
6408,20.497
6409,20.502
6410,20.021
6411,20.398
6412,20.353
6413,20.644
6414,20.481
6415,20.392
6416,20.193
6417,20.396
6418,20.465
6419,20.546
6420,20.603
6421,20.463
6422,20.329
6423,20.36
6424,20.686
6425,20.191
6426,20.488
6427,20.258
6428,20.381
6429,20.78
6430,20.156
6431,20.587
6432,20.687
6433,20.6
6434,20.375
6435,20.852
6436,20.407
6437,20.396
6438,20.491
6439,20.294
6440,20.38
6441,20.633
6442,20.553
6443,20.396
6444,20.543
6445,20.525
6446,20.73
6447,20.637
6448,20.527
6449,20.435
6450,20.299
6451,20.707
6452,20.677
6453,20.673
6454,20.606
6455,20.395
6456,20.436
6457,20.725
6458,20.635
6459,20.85
6460,20.465
6461,20.372
6462,20.791
6463,20.394
6464,20.145
6465,20.736
6466,20.663
6467,20.427
6468,20.448
6469,20.581
6470,20.492
6471,20.482
6472,20.694
6473,20.342
6474,20.694
6475,20.49
6476,20.297
6477,20.457
6478,20.746
6479,20.743
6480,20.529
6481,20.387
6482,20.354
6483,20.478
6484,20.606
6485,20.446
6486,20.95
6487,20.681
6488,20.298
6489,20.313
6490,20.861
6491,20.6
6492,20.678
6493,20.372
6494,20.669
6495,20.202
6496,20.499
6497,20.411
6498,20.521
6499,20.252
6500,20.431
6501,20.502
6502,20.516
6503,20.189
6504,20.378
6505,20.723
6506,20.201
6507,20.892
6508,20.661
6509,20.182
6510,20.586
6511,20.488
6512,20.962
6513,20.518
6514,20.455
6515,20.447
6516,20.585
6517,20.525
6518,20.345
6519,20.523
6520,20.297
6521,20.374
6522,20.503
6523,20.447
6524,20.459
6525,20.327
6526,20.232
6527,20.846
6528,20.508
6529,20.428
6530,20.656
6531,20.576
6532,20.297
6533,20.386
6534,20.529
6535,20.448
6536,20.481
6537,20.406
6538,20.611
6539,20.685
6540,20.561
6541,20.41
6542,20.749
6543,20.606
6544,20.525
6545,20.384
6546,20.489
6547,20.53
6548,20.382
6549,20.661
6550,20.236
6551,20.575
6552,20.286
6553,20.223
6554,20.665
6555,20.192
6556,20.509
6557,20.496
6558,20.633
6559,20.426
6560,20.315
6561,20.842
6562,20.682
6563,20.408
6564,20.965
6565,20.547
6566,20.106
6567,20.417
6568,20.203
6569,20.7
6570,20.329
6571,20.879
6572,20.192
6573,20.356
6574,20.661
6575,20.297
6576,20.616
6577,20.411
6578,20.366
6579,20.632
6580,20.448
6581,20.662
6582,20.697
6583,20.596
6584,20.586
6585,20.352
6586,20.385
6587,20.546
6588,20.584
6589,20.63
6590,20.37
6591,20.175
6592,20.426
6593,20.641
6594,20.915
6595,20.44
6596,20.432
6597,20.319
6598,20.786
6599,20.298
6600,20.515
6601,20.43
6602,20.977
6603,20.378
6604,20.674
6605,20.831
6606,20.251
6607,20.693
6608,20.638
6609,20.291
6610,20.542
6611,20.58
6612,20.304
6613,20.441
6614,20.339
6615,20.569
6616,20.186
6617,20.849
6618,20.474
6619,20.66
6620,20.6
6621,20.599
6622,20.571
6623,20.364
6624,20.605
6625,20.194
6626,20.57
6627,20.928
6628,20.2
6629,20.852
6630,20.655
6631,20.512
6632,20.203
6633,20.484
6634,20.547
6635,20.49
6636,20.696
6637,20.665
6638,20.271
6639,20.281
6640,20.607
6641,20.718
6642,20.422
6643,20.758
6644,21.156
6645,20.526
6646,20.501
6647,20.732
6648,20.465
6649,20.322
6650,20.673
6651,20.43
6652,20.616
6653,20.356
6654,20.469
6655,20.525
6656,20.574
6657,20.682
6658,20.316
6659,20.324
6660,20.294
6661,20.996
6662,20.578
6663,20.512
6664,20.598
6665,20.447
6666,20.516
6667,20.373
6668,20.45
6669,20.362
6670,20.584
6671,20.732
6672,20.442
6673,20.365
6674,20.481
6675,21.051
6676,20.554
6677,20.47
6678,20.518
6679,20.328
6680,20.593
6681,20.489
6682,20.758
6683,20.802
6684,20.288
6685,20.469
6686,20.626
6687,20.876
6688,20.451
6689,20.569
6690,20.141
6691,20.871
6692,20.86
6693,20.5
6694,20.267
6695,20.574
6696,20.31
6697,20.16
6698,20.431
6699,20.325
6700,20.156
6701,20.808
6702,20.191
6703,20.376
6704,20.453
6705,20.633
6706,20.721
6707,20.431
6708,20.871
6709,20.422
6710,20.584
6711,20.655
6712,20.489
6713,20.189
6714,20.4
6715,20.109
6716,20.574
6717,20.503
6718,20.285
6719,20.788
6720,20.877
6721,20.651
6722,20.586
6723,20.328
6724,20.274
6725,20.716
6726,20.403
6727,20.656
6728,20.226
6729,20.868
6730,20.595
6731,20.628
6732,20.54
6733,20.585
6734,20.33
6735,20.796
6736,20.295
6737,20.473
6738,20.517
6739,20.414
6740,20.423
6741,20.623
6742,20.646
6743,20.353
6744,20.384
6745,20.678
6746,20.568
6747,20.198
6748,20.318
6749,20.678
6750,20.667
6751,20.358
6752,20.269
6753,20.299
6754,20.53
6755,20.578
6756,20.526
6757,20.553
6758,20.728
6759,20.356
6760,20.652
6761,20.435
6762,20.256
6763,20.391
6764,20.259
6765,20.434
6766,20.49
6767,20.748
6768,20.662
6769,20.238
6770,20.485
6771,20.283
6772,20.393
6773,20.331
6774,20.374
6775,20.527
6776,20.411
6777,20.38
6778,20.507
6779,20.445
6780,21.034
6781,20.738
6782,20.438
6783,20.289
6784,20.461
6785,20.429
6786,20.357
6787,20.114
6788,20.458
6789,20.462
6790,20.919
6791,20.614
6792,20.435
6793,20.271
6794,20.396
6795,20.284
6796,20.115
6797,20.302
6798,20.705
6799,20.545
6800,20.378
6801,20.242
6802,20.612
6803,20.78
6804,20.57
6805,20.51
6806,20.245
6807,20.297
6808,20.571
6809,20.57
6810,20.562
6811,20.363
6812,20.556
6813,20.448
6814,20.228
6815,20.382
6816,20.334
6817,20.56
6818,20.364
6819,20.772
6820,20.329
6821,20.306
6822,20.425
6823,20.413
6824,20.657
6825,20.634
6826,20.807
6827,20.488
6828,20.919
6829,20.393
6830,20.647
6831,20.714
6832,20.407
6833,20.509
6834,20.41
6835,20.619
6836,20.489
6837,20.561
6838,20.638
6839,20.711
6840,20.047
6841,20.637
6842,20.579
6843,20.652
6844,20.69
6845,20.329
6846,20.582
6847,20.595
6848,20.544
6849,20.68
6850,20.316
6851,20.676
6852,20.57
6853,20.692
6854,20.352
6855,20.554
6856,20.605
6857,20.46
6858,20.627
6859,20.451
6860,20.785
6861,20.327
6862,20.362
6863,20.823
6864,20.476
6865,20.203
6866,20.457
6867,20.502
6868,20.341
6869,20.538
6870,20.356
6871,20.728
6872,20.119
6873,20.271
6874,20.42
6875,20.15
6876,20.627
6877,20.378
6878,20.428
6879,20.673
6880,20.488
6881,20.501
6882,20.573
6883,20.273
6884,20.647
6885,20.539
6886,20.442
6887,20.482
6888,20.548
6889,20.886
6890,20.474
6891,20.795
6892,20.215
6893,20.461
6894,20.675
6895,20.504
6896,20.844
6897,20.271
6898,20.247
6899,20.267
6900,20.505
6901,20.565
6902,20.222
6903,20.699
6904,20.173
6905,20.78
6906,20.478
6907,21.029
6908,20.606
6909,20.651
6910,20.969
6911,20.504
6912,20.527
6913,20.73
6914,20.386
6915,20.313
6916,20.763
6917,20.617
6918,20.274
6919,20.357
6920,20.617
6921,20.755
6922,20.704
6923,20.874
6924,20.83
6925,20.614
6926,20.513
6927,20.551
6928,20.768
6929,20.616
6930,20.528
6931,20.419
6932,20.407
6933,20.307
6934,20.432
6935,20.663
6936,20.348
6937,20.832
6938,20.656
6939,20.506
6940,20.433
6941,20.061
6942,20.734
6943,20.163
6944,20.385
6945,20.665
6946,20.657
6947,20.312
6948,20.571
6949,20.623
6950,20.392
6951,20.586
6952,20.255
6953,20.42
6954,20.631
6955,20.419
6956,20.413
6957,20.837
6958,20.95
6959,20.599
6960,20.304
6961,20.516
6962,20.859
6963,20.696
6964,20.738
6965,20.63
6966,20.601
6967,20.31
6968,20.486
6969,20.603
6970,20.292
6971,20.43
6972,20.587
6973,20.475
6974,20.74
6975,20.233
6976,20.766
6977,20.651
6978,20.703
6979,20.363
6980,20.702
6981,20.356
6982,20.367
6983,20.749
6984,20.541
6985,20.256
6986,20.918
6987,20.653
6988,20.39
6989,20.318
6990,20.408
6991,20.575
6992,20.426
6993,20.766
6994,20.526
6995,20.32
6996,20.609
6997,20.189
6998,20.328
6999,20.685
7000,20.501
7001,20.388
7002,20.456
7003,20.35
7004,20.677
7005,20.608
7006,20.45
7007,20.614
7008,20.479
7009,20.933
7010,20.339
7011,20.463
7012,20.591
7013,20.081
7014,20.758
7015,20.486
7016,20.622
7017,20.583
7018,20.465
7019,20.763
7020,20.315
7021,20.548
7022,20.324
7023,20.634
7024,20.761
7025,20.704
7026,20.538
7027,20.724
7028,20.547
7029,20.915
7030,20.518
7031,19.961
7032,20.669
7033,20.506
7034,20.481
7035,20.6
7036,20.389
7037,20.527
7038,20.424
7039,20.451
7040,20.629
7041,20.366
7042,20.578
7043,20.577
7044,20.535
7045,20.084
7046,20.589
7047,20.427
7048,20.8
7049,20.25
7050,21.039
7051,20.376
7052,20.564
7053,20.524
7054,20.651
7055,20.593
7056,19.984
7057,19.752
7058,20.407
7059,20.384
7060,20.558
7061,20.512
7062,20.774
7063,20.435
7064,20.571
7065,20.676
7066,20.342
7067,20.364
7068,20.728
7069,20.789
7070,20.324
7071,20.146
7072,20.419
7073,20.185
7074,20.869
7075,20.644
7076,20.363
7077,20.414
7078,20.514
7079,20.773
7080,20.424
7081,20.346
7082,20.557
7083,20.399
7084,20.523
7085,20.525
7086,20.667
7087,20.515
7088,20.571
7089,20.594
7090,20.248
7091,20.617
7092,20.277
7093,20.716
7094,20.184
7095,21.044
7096,20.194
7097,20.387
7098,20.562
7099,20.394
7100,20.56
7101,20.77
7102,20.757
7103,20.775
7104,20.57
7105,20.521
7106,20.998
7107,20.508
7108,20.607
7109,20.341
7110,20.849
7111,20.77
7112,20.792
7113,20.466
7114,20.361
7115,20.438
7116,20.28
7117,20.376
7118,20.506
7119,20.665
7120,20.535
7121,20.711
7122,20.381
7123,20.443
7124,20.658
7125,20.408
7126,20.348
7127,20.422
7128,20.764
7129,20.6
7130,20.586
7131,20.286
7132,20.714
7133,20.638
7134,19.888
7135,20.625
7136,20.651
7137,20.5
7138,20.547
7139,20.532
7140,20.347
7141,20.202
7142,21.007
7143,20.513
7144,20.44
7145,20.686
7146,20.746
7147,20.627
7148,20.725
7149,20.512
7150,20.605
7151,20.439
7152,20.414
7153,20.289
7154,20.343
7155,20.446
7156,20.498
7157,20.448
7158,20.334
7159,20.4
7160,20.656
7161,20.471
7162,20.428
7163,21.008
7164,20.339
7165,20.714
7166,20.52
7167,20.55
7168,20.598
7169,20.44
7170,20.584
7171,20.484
7172,20.43
7173,20.481
7174,20.323
7175,20.417
7176,20.343
7177,20.282
7178,20.54
7179,20.525
7180,20.502
7181,20.394
7182,20.59
7183,20.546
7184,20.371
7185,20.694
7186,20.415
7187,20.637
7188,20.483
7189,20.622
7190,20.406
7191,20.302
7192,20.224
7193,20.554
7194,20.632
7195,20.881
7196,20.537
7197,20.65
7198,20.24
7199,20.095
7200,20.232
7201,20.393
7202,20.275
7203,20.605
7204,20.878
7205,20.261
7206,20.564
7207,20.418
7208,20.614
7209,20.648
7210,20.433
7211,20.74
7212,20.216
7213,20.619
7214,20.383
7215,20.287
7216,20.475
7217,20.711
7218,20.214
7219,20.444
7220,20.317
7221,20.257
7222,20.461
7223,20.549
7224,20.938
7225,20.764
7226,20.757
7227,20.24
7228,20.272
7229,20.345
7230,20.656
7231,20.783
7232,20.489
7233,20.012
7234,20.834
7235,20.569
7236,20.308
7237,20.764
7238,20.792
7239,20.787
7240,20.821
7241,20.649
7242,20.425
7243,20.617
7244,20.77
7245,20.235
7246,20.747
7247,20.301
7248,20.663
7249,20.667
7250,20.773
7251,20.275
7252,20.45
7253,20.503
7254,20.754
7255,20.614
7256,20.472
7257,20.62
7258,20.797
7259,20.396
7260,20.411
7261,20.192
7262,20.357
7263,20.563
7264,20.272
7265,20.803
7266,20.264
7267,20.527
7268,20.429
7269,20.724
7270,20.361
7271,20.747
7272,20.638
7273,20.712
7274,20.579
7275,20.811
7276,20.553
7277,20.71
7278,20.459
7279,20.307
7280,20.832
7281,20.775
7282,20.424
7283,20.611
7284,20.314
7285,20.092
7286,20.583
7287,20.093
7288,20.33
7289,20.246
7290,20.894
7291,20.46
7292,20.783
7293,20.411
7294,20.569
7295,20.714
7296,20.24
7297,20.297
7298,20.577
7299,20.574
7300,20.358
7301,20.324
7302,20.368
7303,20.475
7304,20.648
7305,20.441
7306,20.46
7307,20.413
7308,20.15
7309,20.555
7310,20.395
7311,20.243
7312,20.438
7313,20.255
7314,20.792
7315,20.649
7316,20.693
7317,20.787
7318,20.3
7319,20.461
7320,20.644
7321,20.621
7322,20.333
7323,20.329
7324,20.791
7325,20.331
7326,20.593
7327,20.641
7328,20.349
7329,20.45
7330,20.55
7331,19.766
7332,20.645
7333,20.344
7334,20.31
7335,20.34
7336,20.449
7337,20.44
7338,20.703
7339,20.546
7340,20.439
7341,20.263
7342,20.503
7343,20.393
7344,20.395
7345,20.815
7346,20.338
7347,20.716
7348,20.912
7349,20.572
7350,20.432
7351,20.357
7352,20.472
7353,20.834
7354,20.677
7355,20.382
7356,20.578
7357,20.059
7358,20.555
7359,20.731
7360,20.276
7361,20.193
7362,20.17
7363,20.562
7364,20.326
7365,20.477
7366,20.627
7367,20.33
7368,20.697
7369,20.512
7370,20.281
7371,20.407
7372,20.206
7373,20.394
7374,20.518
7375,20.502
7376,20.623
7377,20.566
7378,20.664
7379,20.464
7380,20.504
7381,20.635
7382,20.667
7383,20.324
7384,20.406
7385,20.656
7386,20.143
7387,20.345
7388,20.592
7389,20.375
7390,20.322
7391,20.295
7392,20.345
7393,20.319
7394,20.259
7395,20.457
7396,20.17
7397,20.53
7398,20.351
7399,20.694
7400,20.175
7401,20.289
7402,20.524
7403,20.119
7404,20.697
7405,20.347
7406,20.462
7407,20.732
7408,20.48
7409,20.163
7410,20.402
7411,20.697
7412,20.543
7413,20.956
7414,20.494
7415,20.453
7416,20.365
7417,20.736
7418,20.284
7419,20.492
7420,20.728
7421,20.554
7422,20.612
7423,20.823
7424,20.589
7425,20.482
7426,20.811
7427,20.327
7428,20.292
7429,20.42
7430,20.475
7431,20.835
7432,20.668
7433,20.357
7434,20.425
7435,20.273
7436,20.597
7437,20.263
7438,20.625
7439,20.88
7440,20.192
7441,20.617
7442,20.463
7443,20.425
7444,20.586
7445,20.365
7446,20.052
7447,20.462
7448,20.738
7449,20.533
7450,20.457
7451,20.468
7452,20.442
7453,20.701
7454,20.07
7455,20.092
7456,20.475
7457,20.374
7458,20.607
7459,20.592
7460,20.542
7461,20.656
7462,20.628
7463,20.663
7464,20.557
7465,20.473
7466,20.721
7467,20.813
7468,20.764
7469,20.435
7470,20.529
7471,20.637
7472,20.747
7473,20.697
7474,20.69
7475,20.29
7476,20.493
7477,20.542
7478,20.486
7479,20.32
7480,20.573
7481,20.678
7482,20.322
7483,20.425
7484,20.573
7485,20.805
7486,20.478
7487,20.521
7488,20.397
7489,20.549
7490,20.557
7491,20.494
7492,20.621
7493,21.156
7494,20.86
7495,21.082
7496,20.672
7497,20.214
7498,20.461
7499,20.601
7500,20.201
7501,20.512
7502,20.513
7503,20.548
7504,20.226
7505,20.359
7506,20.361
7507,20.394
7508,20.183
7509,20.327
7510,20.5
7511,20.137
7512,20.624
7513,20.366
7514,20.677
7515,20.456
7516,20.427
7517,20.018
7518,20.792
7519,20.227
7520,20.638
7521,20.277
7522,20.766
7523,20.302
7524,20.357
7525,20.384
7526,20.512
7527,20.561
7528,20.489
7529,20.225
7530,20.45
7531,20.51
7532,20.089
7533,20.379
7534,20.664
7535,20.38
7536,20.53
7537,20.464
7538,20.462
7539,20.661
7540,20.591
7541,20.471
7542,20.374
7543,20.623
7544,20.287
7545,20.31
7546,20.593
7547,20.606
7548,20.509
7549,20.414
7550,20.709
7551,20.568
7552,20.259
7553,20.33
7554,20.716
7555,20.278
7556,20.166
7557,20.196
7558,20.424
7559,20.261
7560,20.503
7561,20.228
7562,20.333
7563,20.478
7564,20.752
7565,20.485
7566,20.171
7567,20.884
7568,20.065
7569,20.527
7570,20.301
7571,20.507
7572,20.781
7573,20.706
7574,20.479
7575,20.465
7576,20.573
7577,20.507
7578,20.338
7579,20.34
7580,20.45
7581,20.419
7582,20.319
7583,20.534
7584,20.485
7585,20.651
7586,20.648
7587,20.633
7588,20.438
7589,20.823
7590,20.767
7591,20.423
7592,20.526
7593,20.426
7594,20.371
7595,20.476
7596,20.254
7597,20.272
7598,20.508
7599,20.385
7600,20.793
7601,20.464
7602,20.375
7603,20.376
7604,20.576
7605,20.224
7606,20.402
7607,20.606
7608,20.655
7609,20.734
7610,20.707
7611,20.7
7612,20.528
7613,20.565
7614,20.453
7615,20.598
7616,20.602
7617,20.501
7618,20.881
7619,20.367
7620,20.621
7621,20.594
7622,20.322
7623,20.546
7624,20.177
7625,20.683
7626,20.151
7627,20.426
7628,20.425
7629,20.455
7630,20.81
7631,20.33
7632,20.531
7633,20.51
7634,20.546
7635,20.637
7636,19.925
7637,20.912
7638,20.543
7639,20.509
7640,20.744
7641,20.512
7642,20.224
7643,20.448
7644,20.684
7645,20.793
7646,20.52
7647,20.324
7648,20.468
7649,20.591
7650,20.69
7651,20.675
7652,20.732
7653,20.312
7654,20.612
7655,20.507
7656,20.354
7657,20.193
7658,20.156
7659,20.792
7660,20.554
7661,20.573
7662,20.554
7663,20.269
7664,20.845
7665,20.833
7666,20.077
7667,20.541
7668,20.45
7669,20.512
7670,20.533
7671,20.37
7672,20.218
7673,20.429
7674,20.461
7675,20.545
7676,20.402
7677,20.291
7678,20.276
7679,20.593
7680,20.274
7681,20.363
7682,20.628
7683,20.488
7684,20.743
7685,20.496
7686,20.52
7687,20.335
7688,20.238
7689,20.409
7690,20.665
7691,20.692
7692,20.268
7693,20.396
7694,20.412
7695,20.724
7696,20.811
7697,20.501
7698,20.477
7699,20.377
7700,20.523
7701,20.714
7702,20.212
7703,20.609
7704,20.363
7705,20.847
7706,20.457
7707,20.136
7708,20.463
7709,20.419
7710,20.371
7711,20.308
7712,20.956
7713,20.686
7714,20.272
7715,20.349
7716,20.246
7717,20.711
7718,20.371
7719,20.291
7720,20.461
7721,20.5
7722,20.712
7723,20.57
7724,20.471
7725,20.103
7726,20.476
7727,20.575
7728,20.257
7729,20.555
7730,20.704
7731,20.356
7732,20.462
7733,20.384
7734,20.484
7735,20.184
7736,20.197
7737,20.521
7738,20.567
7739,20.37
7740,20.702
7741,20.621
7742,20.518
7743,20.215
7744,20.026
7745,20.587
7746,20.476
7747,20.796
7748,20.289
7749,20.571
7750,20.935
7751,20.359
7752,20.657
7753,20.29
7754,20.681
7755,20.685
7756,20.441
7757,20.55
7758,20.711
7759,20.217
7760,20.718
7761,20.429
7762,20.306
7763,20.677
7764,20.394
7765,20.364
7766,20.565
7767,20.763
7768,20.975
7769,20.965
7770,20.593
7771,20.598
7772,20.511
7773,20.587
7774,20.245
7775,20.351
7776,20.867
7777,20.607
7778,20.335
7779,20.435
7780,20.786
7781,20.439
7782,20.433
7783,20.657
7784,20.511
7785,20.485
7786,20.396
7787,20.647
7788,20.169
7789,20.893
7790,20.811
7791,20.327
7792,20.426
7793,20.504
7794,20.459
7795,20.352
7796,20.613
7797,20.435
7798,20.874
7799,20.369
7800,20.373
7801,20.701
7802,20.331
7803,20.583
7804,20.608
7805,20.601
7806,20.566
7807,20.71
7808,20.459
7809,20.502
7810,20.762
7811,20.36
7812,20.562
7813,20.645
7814,20.547
7815,20.491
7816,20.647
7817,20.416
7818,20.852
7819,20.646
7820,20.682
7821,20.369
7822,20.576
7823,20.462
7824,20.52
7825,20.478
7826,20.572
7827,20.568
7828,20.5
7829,20.46
7830,20.47
7831,20.51
7832,20.754
7833,20.391
7834,20.715
7835,20.46
7836,20.776
7837,20.492
7838,20.409
7839,20.545
7840,20.609
7841,20.396
7842,20.248
7843,20.274
7844,20.611
7845,20.574
7846,20.432
7847,20.477
7848,20.465
7849,20.378
7850,20.491
7851,20.057
7852,20.427
7853,20.606
7854,20.475
7855,20.557
7856,20.291
7857,20.374
7858,20.756
7859,20.202
7860,20.643
7861,20.404
7862,20.508
7863,20.507
7864,20.603
7865,20.324
7866,20.427
7867,20.261
7868,20.845
7869,20.732
7870,20.783
7871,20.488
7872,20.829
7873,20.945
7874,20.442
7875,20.518
7876,20.804
7877,20.067
7878,20.804
7879,20.342
7880,20.332
7881,20.473
7882,20.54
7883,20.555
7884,20.556
7885,20.622
7886,20.422
7887,19.928
7888,20.598
7889,20.578
7890,20.392
7891,20.494
7892,20.751
7893,20.284
7894,20.337
7895,20.481
7896,20.36
7897,20.151
7898,20.464
7899,20.668
7900,20.774
7901,20.724
7902,20.598
7903,20.873
7904,20.17
7905,20.249
7906,20.43
7907,20.725
7908,20.412
7909,20.147
7910,20.21
7911,20.6
7912,20.525
7913,20.605
7914,19.943
7915,20.53
7916,20.669
7917,20.769
7918,20.727
7919,20.363
7920,20.477
7921,20.952
7922,20.84
7923,20.635
7924,20.534
7925,20.274
7926,20.181
7927,20.966
7928,20.751
7929,20.002
7930,20.695
7931,20.467
7932,20.296
7933,20.555
7934,20.461
7935,20.781
7936,20.598
7937,20.713
7938,20.596
7939,20.471
7940,20.335
7941,20.12
7942,20.227
7943,20.344
7944,20.622
7945,20.51
7946,20.514
7947,20.656
7948,20.469
7949,20.887
7950,20.228
7951,20.453
7952,20.51
7953,20.398
7954,20.159
7955,20.563
7956,20.623
7957,20.591
7958,20.275
7959,20.28
7960,20.668
7961,20.764
7962,20.434
7963,20.743
7964,20.408
7965,20.451
7966,20.477
7967,20.546
7968,20.412
7969,20.243
7970,20.114
7971,20.486
7972,20.295
7973,20.478
7974,20.677
7975,20.516
7976,20.652
7977,20.183
7978,20.866
7979,20.24
7980,20.401
7981,20.671
7982,20.544
7983,20.82
7984,20.627
7985,20.389
7986,20.637
7987,20.654
7988,20.561
7989,20.412
7990,20.138
7991,20.418
7992,20.736
7993,20.343
7994,20.716
7995,20.8
7996,20.424
7997,20.615
7998,20.573
7999,20.578
8000,20.346
8001,20.422
8002,20.239
8003,20.226
8004,20.169
8005,20.829
8006,20.559
8007,20.652
8008,20.503
8009,20.254
8010,20.3
8011,20.352
8012,20.493
8013,20.471
8014,20.5
8015,20.625
8016,20.632
8017,20.385
8018,20.398
8019,20.666
8020,20.635
8021,20.665
8022,20.761
8023,20.476
8024,20.704
8025,20.198
8026,20.301
8027,20.365
8028,20.475
8029,20.308
8030,20.439
8031,20.314
8032,20.443
8033,20.649
8034,20.568
8035,20.403
8036,20.168
8037,20.39
8038,20.451
8039,20.503
8040,20.508
8041,20.284
8042,20.899
8043,20.679
8044,20.404
8045,20.23
8046,20.491
8047,20.174
8048,20.85
8049,20.384
8050,20.845
8051,20.299
8052,20.775
8053,20.802
8054,20.45
8055,20.619
8056,20.318
8057,20.36
8058,20.301
8059,20.462
8060,20.253
8061,20.517
8062,20.546
8063,20.574
8064,20.57
8065,20.329
8066,20.454
8067,20.237
8068,20.544
8069,20.46
8070,20.551
8071,20.59
8072,20.318
8073,20.373
8074,20.409
8075,20.444
8076,20.466
8077,20.236
8078,20.617
8079,20.541
8080,20.54
8081,20.814
8082,21.017
8083,20.369
8084,20.328
8085,20.645
8086,20.62
8087,20.682
8088,20.297
8089,20.325
8090,20.653
8091,20.83
8092,20.244
8093,20.631
8094,20.621
8095,20.819
8096,20.53
8097,20.252
8098,20.349
8099,20.378
8100,20.442
8101,20.467
8102,20.309
8103,20.576
8104,20.585
8105,20.364
8106,20.282
8107,20.451
8108,20.636
8109,20.873
8110,20.809
8111,20.455
8112,20.543
8113,20.538
8114,20.626
8115,20.443
8116,20.825
8117,20.481
8118,20.553
8119,20.669
8120,20.683
8121,20.036
8122,20.859
8123,20.349
8124,20.49
8125,20.743
8126,20.653
8127,20.433
8128,20.512
8129,20.572
8130,20.774
8131,20.548
8132,20.47
8133,20.542
8134,20.554
8135,20.327
8136,20.762
8137,20.514
